Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,performance,cycle_added_weighted,potential_demand,cycle_fraction,dist2,distance_groups,distance_groups_comb
E02002868,E02002883,11,0,0,0,1,0,0,8,1,1,0,0,6880.894219166146,0.03649760064044963,0.09090909090909091,0.08001430906605231,1.1361604189326298,1,2,0.18181818181818182,6.880894219166146,6-7 km,6-8 km
E02002868,E02002884,33,0,0,0,9,0,0,22,1,0,1,0,5881.153094152509,0.029791222136539855,0,0.09018300231224163,0,3,3,0.09090909090909091,5.881153094152509,5-6 km,4-6 km
E02002868,E02002885,18,0,1,0,2,0,0,13,1,0,1,0,5756.884272530802,0.018550273164212115,0,0.09180720927809773,0,2,2,0.1111111111111111,5.756884272530803,5-6 km,4-6 km
E02002868,E02002886,19,0,1,0,2,0,0,14,1,0,1,0,6216.4394736542135,0.019662428696829472,0,0.08721488727121049,0,2,2,0.10526315789473684,6.216439473654214,6-7 km,6-8 km
E02002868,E02002889,58,0,5,0,18,0,2,27,4,0,2,0,6906.57663455446,0.02415469103808948,0,0.08016054894422024,0,5,5,0.08620689655172414,6.90657663455446,6-7 km,6-8 km
E02002868,E02002890,102,0,3,0,57,0,0,32,5,1,4,0,7912.165198497748,0.033740919276706076,0.00980392156862745,0.07012919259853108,0.1397980100063608,7,8,0.0784313725490196,7.912165198497748,7-8 km,6-8 km
E02002868,E02002892,18,0,0,0,5,0,0,12,1,0,0,0,8545.95546916157,0.019077067559725464,0,0.06476861521024117,0,1,1,0.05555555555555555,8.545955469161571,8-9 km,8-10 km
E02002868,E02002893,26,0,0,0,8,1,0,15,0,2,0,0,6920.044901909972,0.01925193809274192,0.07692307692307693,0.08018606596038068,0.9593072811563549,2,4,0.15384615384615385,6.920044901909972,6-7 km,6-8 km
E02002868,E02002895,43,0,5,0,21,0,0,16,1,0,0,0,7414.157744211235,0.02268512990846533,0,0.07521014633552363,0,3,3,0.06976744186046512,7.414157744211235,7-8 km,6-8 km
E02002868,E02002896,41,0,0,0,10,0,1,27,0,3,0,0,9051.861504560655,0.041682446978199006,0.07317073170731707,0.05984459915885626,1.2226789507451936,2,5,0.12195121951219512,9.051861504560655,9-10 km,8-10 km
E02002868,E02002898,88,0,1,0,29,0,0,50,4,3,1,0,8410.782855276519,0.018606080398684718,0.03409090909090909,0.06598617403784679,0.5166371529792897,6,9,0.10227272727272728,8.41078285527652,8-9 km,8-10 km
E02002868,E02002899,26,0,0,0,5,0,1,19,1,0,0,0,10151.600093676265,0.02075584863919066,0,0.05179493832653366,0,1,1,0.038461538461538464,10.151600093676265,10-11 km,10-11 km
E02002868,E02006834,31,0,0,0,3,0,0,19,3,1,5,0,1453.3621652268437,0.0191576143922229,0.03225806451612903,0.09594907187701028,0.3361998598327054,3,4,0.12903225806451613,1.4533621652268436,1-2 km,0-2 km
E02002868,E02006835,22,0,0,0,2,0,0,14,3,0,3,0,1194.7314459171798,0.022560299862466715,0,0.08981439534521989,0,2,2,0.09090909090909091,1.1947314459171798,1-2 km,0-2 km
E02002868,E02006904,159,0,22,2,75,0,6,46,1,4,2,1,8944.450166178385,0.03144017827333899,0.025157232704402517,0.06100124775353603,0.4124052151530661,9,13,0.08176100628930817,8.944450166178385,8-9 km,8-10 km
E02002868,E02006905,45,0,1,0,14,0,0,28,2,0,0,0,9699.577023029544,0.026447845540739066,0,0.055037964226236115,0,2,2,0.044444444444444446,9.699577023029544,9-10 km,8-10 km
E02002869,E02002868,18,0,0,0,1,0,0,7,1,4,5,0,2414.613869441173,0.020264649936929273,0.2222222222222222,0.10788261452952853,2.059852027051104,2,6,0.3333333333333333,2.414613869441173,2-3 km,2-4 km
E02002869,E02002869,325,0,7,0,19,3,0,80,10,5,201,0,0,0.042398070756479944,0.015384615384615385,0.021257835037214887,0.7237150611848484,7,12,0.036923076923076927,0,NA,NA
E02002869,E02002871,51,0,4,0,6,1,0,20,0,4,16,0,1487.3856914584185,0.03908247263944161,0.0784313725490196,0.0959839536138984,0.8171300472213806,5,9,0.17647058823529413,1.4873856914584185,1-2 km,0-2 km
E02002869,E02002872,116,0,3,0,8,4,1,39,9,6,45,1,1648.0462015378034,0.019649134336720227,0.05172413793103448,0.09956181704602461,0.519517817830945,11,17,0.14655172413793102,1.6480462015378035,1-2 km,0-2 km
