geo_code1,geo_code2,all,bicycle,foot,dist,slope
E02000360,E02000978,19,5,0,10.2,0.93
E02000360,E02000979,45,3,4,9.85,1.27
E02000360,E02000980,13,2,0,10.3,1.22
E02000360,E02000982,13,2,0,11.3,1.15
E02000360,E02006794,15,5,0,6.49,0.89
E02000360,E02006801,26,6,0,7.87,0.8
E02000360,E02006802,16,1,0,7.84,0.77
E02000360,E02006854,51,11,0,7.28,1.08
E02000360,E02006918,17,1,2,2.28,1.14
E02000360,E02006921,13,1,5,2.21,0.86
E02000361,E02000362,67,4,18,2.48,1.49
E02000361,E02000363,175,8,96,0.887,1.35
E02000361,E02000364,96,15,44,1.35,0.81
E02000361,E02000365,99,17,30,2.28,0.57
E02000361,E02000366,86,10,43,1.5,1.07
E02000361,E02000367,121,24,53,1.83,0.71
E02000361,E02000368,79,9,30,1.67,0.6
E02000361,E02000369,85,17,13,2.74,0.62
E02000361,E02000370,46,2,11,4.02,0.52
E02000361,E02000371,184,60,31,3.72,0.56
E02000361,E02000372,14,1,0,16.1,1.42
E02000361,E02000375,21,5,0,16.6,1.38
E02000361,E02000383,10,0,0,14.5,0.91
E02000361,E02000397,14,0,0,10,1.1
E02000361,E02000401,13,1,0,8.25,0.98
E02000361,E02000403,18,3,1,8.83,1.02
E02000361,E02000407,18,0,0,6.5,1.06
E02000361,E02000408,18,1,0,6.99,0.86
E02000361,E02000411,18,1,1,6.6,0.89
E02000361,E02000412,11,3,0,7.7,0.97
E02000361,E02000414,21,2,0,6.04,0.99
E02000361,E02000420,17,3,0,5.32,0.94
E02000361,E02000421,15,0,0,5.75,0.96
E02000361,E02000423,12,1,0,5.83,0.98
E02000361,E02000424,16,0,2,6.96,1.49
E02000361,E02000425,12,0,0,4.62,1.08
E02000361,E02000427,10,4,0,5.75,1.22
E02000361,E02000428,19,1,1,4.88,0.9
E02000361,E02000432,13,3,0,5.51,1.18
E02000361,E02000556,17,2,1,6.14,0.85
E02000361,E02000557,20,3,0,7.61,1.05
E02000361,E02000558,12,0,0,5.66,0.97
E02000361,E02000559,25,7,1,4.25,0.73
E02000361,E02000562,18,1,2,3.71,1.21
E02000361,E02000563,13,1,1,6.29,1.27
E02000361,E02000564,14,6,0,5.08,1.08
E02000361,E02000565,19,2,5,2.24,0.94
E02000361,E02000566,27,3,0,4.38,1.23
E02000361,E02000567,17,3,3,2.71,0.81
E02000361,E02000568,12,1,0,5.36,1.31
E02000361,E02000569,23,3,3,3.71,1.21
E02000361,E02000570,10,3,0,4.81,1.35
E02000361,E02000571,19,3,1,4.12,0.46
E02000361,E02000572,16,1,2,5.66,1.45
E02000361,E02000573,44,6,4,5.01,0.68
E02000361,E02000574,39,13,2,5.59,0.97
E02000361,E02000575,108,41,2,5.44,0.51
E02000361,E02000576,51,16,3,4.79,0.56
E02000361,E02000577,11,3,0,13.3,1.51
E02000361,E02000580,14,1,0,13.5,1.48
E02000361,E02000586,12,1,0,13.4,1.2
E02000361,E02000588,18,0,0,12,1.18
E02000361,E02000620,11,3,0,9.86,0.73
E02000361,E02000674,10,0,0,17.1,1.12
E02000361,E02000714,17,2,0,6.82,1.17
E02000361,E02000715,11,0,0,10.1,0.93
E02000361,E02000719,15,0,1,6.17,1.23
E02000361,E02000721,14,0,0,7.95,1.06
E02000361,E02000723,13,0,0,9.68,0.95
E02000361,E02000725,28,2,1,5.8,1.46
E02000361,E02000726,24,4,0,4.71,1.29
E02000361,E02000730,14,1,0,8.28,1.04
E02000361,E02000733,11,0,0,5.83,1.23
E02000361,E02000737,11,1,0,9.63,1.04
E02000361,E02000739,10,0,0,7.11,1.27
E02000361,E02000741,25,0,0,7.99,1.19
E02000361,E02000742,10,0,0,9.21,1.09
E02000361,E02000746,11,0,0,10.8,1.07
E02000361,E02000748,10,1,0,10.5,0.8
E02000361,E02000750,26,0,0,11.1,0.89
E02000361,E02000751,11,1,0,10.6,1.17
E02000361,E02000753,11,0,0,15.1,1.47
E02000361,E02000754,10,0,0,11.7,1.12
E02000361,E02000756,13,1,0,13.7,1.16
E02000361,E02000757,16,2,0,9.17,1.28
E02000361,E02000759,21,0,0,9.75,1.15
E02000361,E02000764,10,2,0,8.12,1.1
E02000361,E02000769,13,0,0,15.7,0.92
E02000361,E02000770,10,0,0,13.2,0.94
E02000361,E02000772,12,0,0,14.5,0.92
E02000361,E02000773,16,0,0,12.2,0.98
E02000361,E02000777,12,0,0,8.05,1.07
E02000361,E02000779,14,0,0,10.8,1.13
E02000361,E02000780,20,1,1,11.8,1.03
E02000361,E02000781,19,0,0,13.3,0.97
E02000361,E02000808,41,9,2,7.12,0.83
E02000361,E02000809,33,7,2,6.35,0.94
E02000361,E02000830,12,1,0,11,0.86
E02000361,E02000864,22,5,2,2.98,0.84
E02000361,E02000865,35,6,6,2.45,0.53
E02000361,E02000866,21,3,4,3.51,0.68
E02000361,E02000867,25,2,2,3.52,0.8
E02000361,E02000868,21,5,2,2.21,0.45
E02000361,E02000869,20,6,6,2.61,0.57
E02000361,E02000870,23,4,4,3.11,0.71
E02000361,E02000871,15,3,0,4.67,0.71
E02000361,E02000872,20,6,1,2.94,0.58
E02000361,E02000873,25,8,2,3.73,0.88
E02000361,E02000874,20,3,0,3.74,0.61
E02000361,E02000875,19,3,0,4.81,0.75
E02000361,E02000876,19,3,1,3.18,0.41
E02000361,E02000878,60,14,2,4.37,0.66
E02000361,E02000880,19,4,0,3.86,0.49
E02000361,E02000882,10,1,0,4.77,0.82
E02000361,E02000883,10,0,0,5.73,0.73
E02000361,E02000884,25,6,3,4.64,0.41
E02000361,E02000887,11,0,0,5.91,0.68
E02000361,E02000889,17,3,3,5.42,0.52
E02000361,E02000891,24,6,0,7.37,0.8
E02000361,E02000895,12,0,0,12.9,1.11
E02000361,E02000896,17,2,0,12.3,1.23
E02000361,E02000897,11,0,0,11.1,1.27
E02000361,E02000898,12,0,0,11.2,1.26
E02000361,E02000899,17,0,0,11.4,1
E02000361,E02000900,32,1,1,10.3,1.02
E02000361,E02000901,16,0,0,9.66,1.19
E02000361,E02000902,18,3,0,10.2,0.85
E02000361,E02000903,19,0,0,7.8,0.86
E02000361,E02000904,29,0,0,7.93,1.14
E02000361,E02000905,24,1,0,7.91,0.9
E02000361,E02000906,22,2,0,7.04,0.74
E02000361,E02000907,28,3,0,6.96,1.09
E02000361,E02000908,24,5,0,6.56,0.7
E02000361,E02000909,22,0,0,6.38,0.89
E02000361,E02000910,22,0,0,5.82,1
E02000361,E02000911,34,2,1,5.46,0.75
E02000361,E02000912,28,1,0,4.59,0.94
E02000361,E02000913,26,2,0,5.8,0.93
E02000361,E02000914,26,1,1,4.91,0.85
E02000361,E02000915,22,1,0,6.2,1.13
E02000361,E02000916,68,7,3,3.83,0.81
E02000361,E02000917,23,1,2,5.08,0.81
E02000361,E02000918,19,0,1,5.98,0.89
E02000361,E02000919,22,1,0,4.55,0.9
E02000361,E02000920,28,1,1,4.22,0.9
E02000361,E02000921,26,2,0,4.92,0.81
E02000361,E02000922,30,0,0,5.84,1.28
E02000361,E02000970,39,6,2,9.14,1.08
E02000361,E02000971,16,3,0,9.8,1.03
E02000361,E02000972,218,61,4,8.33,0.94
E02000361,E02000974,11,3,2,10.7,1.04
E02000361,E02000977,116,23,1,8.22,0.96
E02000361,E02000978,12,1,0,10.6,0.94
E02000361,E02000979,50,9,0,10.2,1.24
E02000361,E02000980,17,6,0,10.6,1.19
E02000361,E02000982,18,4,0,11.6,1.13
E02000361,E02006794,14,1,0,7.23,0.84
E02000361,E02006799,14,0,1,15.2,0.92
E02000361,E02006800,18,1,1,13.8,0.93
E02000361,E02006801,34,12,0,8.21,0.78
E02000361,E02006853,12,1,0,7.33,0.85
E02000361,E02006854,50,11,0,6.68,1.14
E02000361,E02006918,78,7,26,2.4,0.88
E02000361,E02006921,47,6,13,2.36,1.02
E02000361,E02006924,11,2,0,10.3,1.22
E02000361,E02006925,13,0,0,10.8,1.23
E02000362,E02000363,91,4,47,1.77,2.09
E02000362,E02000364,28,5,7,3.47,1.21
E02000362,E02000365,41,7,4,4.18,1
E02000362,E02000366,45,11,15,1.54,1.24
E02000362,E02000367,58,18,15,2.48,0.97
E02000362,E02000368,12,1,1,3.6,1.2
E02000362,E02000369,35,5,3,4.66,1.07
E02000362,E02000371,84,24,3,5.14,0.74
E02000362,E02000571,10,0,2,5.67,0.85
E02000362,E02000573,24,5,1,6.53,1.06
E02000362,E02000574,22,8,1,7.52,1.16
E02000362,E02000575,55,16,1,7.37,0.83
E02000362,E02000576,26,8,2,6.21,0.71
E02000362,E02000588,11,2,0,13.1,1.2
E02000362,E02000725,14,4,1,3.79,1.9
E02000362,E02000726,15,1,1,2.65,1.51
E02000362,E02000741,11,0,1,6.42,1.22
E02000362,E02000750,10,0,0,9.66,1.03
E02000362,E02000756,11,0,0,12.4,1.25
E02000362,E02000808,33,6,0,8.11,0.96
E02000362,E02000809,24,4,0,7.17,1.02
E02000362,E02000812,10,2,1,8.05,0.96
E02000362,E02000825,29,0,0,10.5,0.81
E02000362,E02000864,22,3,10,1.93,1.66
E02000362,E02000865,10,4,0,2.98,0.87
E02000362,E02000866,19,5,5,2.76,1.12
E02000362,E02000867,19,4,4,2.46,1.42
E02000362,E02000868,17,4,0,3.54,0.76
E02000362,E02000869,16,2,0,4.2,0.76
E02000362,E02000871,10,3,2,3.41,1.29
E02000362,E02000872,11,5,0,4.23,0.66
E02000362,E02000873,16,0,4,3.72,1.08
E02000362,E02000875,10,0,0,3.76,1.14
E02000362,E02000876,16,2,0,3.96,0.76
E02000362,E02000878,23,5,4,5.52,0.69
E02000362,E02000880,13,4,0,4.39,0.73
E02000362,E02000884,11,2,0,5.3,0.68
E02000362,E02000889,12,3,0,5.95,0.69
E02000362,E02000891,19,3,1,5.7,1.26
E02000362,E02000909,11,0,1,5.9,1.05
E02000362,E02000913,13,0,1,4.64,1.14
E02000362,E02000916,25,4,0,4.21,0.86
E02000362,E02000920,12,1,0,2.63,1.56
E02000362,E02000922,28,2,1,3.82,1.62
E02000362,E02000970,37,1,1,11.1,1.19
E02000362,E02000971,21,1,2,11.7,1.14
E02000362,E02000972,117,23,0,10.3,1.08
E02000362,E02000974,11,0,0,12.6,1.14
E02000362,E02000977,70,19,1,10.1,1.29
E02000362,E02000979,42,5,0,11.3,1.25
E02000362,E02006801,13,4,2,9.41,0.88
E02000362,E02006854,48,12,0,6.47,1.28
E02000362,E02006921,10,1,1,4.14,1.23
E02000363,E02000364,48,5,13,1.58,1.14
E02000363,E02000365,89,8,11,2.46,0.41
E02000363,E02000366,108,4,66,0.901,0.78
E02000363,E02000367,118,15,51,1.41,0.71
E02000363,E02000368,45,1,7,2.16,0.79
E02000363,E02000369,71,5,12,3.22,0.74
E02000363,E02000370,21,2,1,4.51,0.62
E02000363,E02000371,127,18,13,4.21,0.67
E02000363,E02000375,14,2,0,16.4,1
E02000363,E02000398,12,0,0,8.64,0.67
E02000363,E02000403,15,0,1,9.73,1.04
E02000363,E02000407,10,1,0,7.84,0.96
E02000363,E02000411,18,1,0,6.98,0.79
E02000363,E02000412,14,0,2,8.6,1
E02000363,E02000430,10,1,0,7.8,1.41
E02000363,E02000554,14,1,0,7.33,1.04
E02000363,E02000555,12,1,0,8.19,1.1
E02000363,E02000556,15,1,0,7.05,0.95
E02000363,E02000557,15,3,0,8.53,1.11
E02000363,E02000558,12,1,1,6.57,1.07
E02000363,E02000559,32,3,7,5.16,0.89
E02000363,E02000560,17,3,2,7.13,1.01
E02000363,E02000562,10,2,0,4.5,1.2
E02000363,E02000564,16,3,1,5.79,0.76
E02000363,E02000565,21,3,2,3.03,0.99
E02000363,E02000566,20,2,1,5.09,0.84
E02000363,E02000567,20,2,2,3.44,0.49
E02000363,E02000568,20,1,1,6.4,0.98
E02000363,E02000569,18,2,1,4.3,0.79
E02000363,E02000570,13,3,1,5.29,0.87
E02000363,E02000571,10,1,0,4.23,0.52
E02000363,E02000573,37,3,2,5.09,0.84
E02000363,E02000574,22,5,1,6.08,1
E02000363,E02000575,68,16,3,5.93,0.59
E02000363,E02000576,45,5,5,5.28,0.64
E02000363,E02000588,14,1,0,12.5,1.19
E02000363,E02000714,22,1,0,6.15,1.43
E02000363,E02000716,10,0,0,8.15,1.15
E02000363,E02000719,20,0,0,5.49,1.53
E02000363,E02000720,12,3,0,7.3,1.26
E02000363,E02000721,12,0,0,7.28,1.26
E02000363,E02000722,12,0,1,5.79,1.55
E02000363,E02000725,31,0,1,4.57,1.18
E02000363,E02000726,27,3,2,3.61,1.33
E02000363,E02000730,10,2,0,6.45,0.91
E02000363,E02000733,19,1,0,4.98,1.22
E02000363,E02000734,18,1,0,5.75,1.13
E02000363,E02000739,13,1,0,6.26,1.26
E02000363,E02000740,16,0,0,5.99,1.29
E02000363,E02000741,21,0,0,7.14,1.18
E02000363,E02000743,17,0,0,6.55,1.24
E02000363,E02000744,17,0,1,6.9,1.28
E02000363,E02000747,30,2,1,7.13,0.94
E02000363,E02000748,11,1,0,9.65,0.76
E02000363,E02000749,10,0,0,8.61,0.73
E02000363,E02000751,17,3,0,11.1,1.18
E02000363,E02000756,16,0,0,13.7,1.28
E02000363,E02000757,23,1,0,9.68,1.27
E02000363,E02000760,11,0,0,12.4,1.34
E02000363,E02000764,16,0,0,7.88,1.21
E02000363,E02000767,10,0,0,11.9,1.26
E02000363,E02000770,11,0,0,12.5,1.05
E02000363,E02000777,10,0,0,7.38,1.27
E02000363,E02000779,10,0,0,10.1,1.28
E02000363,E02000780,11,0,0,11.1,1.17
E02000363,E02000808,57,6,0,7.75,0.9
E02000363,E02000809,25,5,0,6.81,0.95
E02000363,E02000812,12,0,1,7.69,0.9
E02000363,E02000827,10,0,0,10.7,0.71
E02000363,E02000864,30,3,7,2.13,0.66
E02000363,E02000865,33,11,4,2.62,0.69
E02000363,E02000866,22,9,2,2.46,0.69
E02000363,E02000867,19,4,1,2.67,0.64
E02000363,E02000868,14,5,1,2.69,0.63
E02000363,E02000870,14,4,2,2.68,0.71
E02000363,E02000871,21,1,1,3.82,0.58
E02000363,E02000872,13,3,0,3.42,0.7
E02000363,E02000873,24,3,4,3.3,0.91
E02000363,E02000875,10,3,0,3.96,0.63
E02000363,E02000877,14,1,1,3.66,0.57
E02000363,E02000878,33,9,2,4.86,0.74
E02000363,E02000879,12,4,4,4.4,0.61
E02000363,E02000880,14,3,0,4.03,0.6
E02000363,E02000882,14,1,2,3.97,0.86
E02000363,E02000884,22,2,2,4.94,0.57
E02000363,E02000887,15,3,0,5.1,0.65
E02000363,E02000891,27,2,0,6.08,0.79
E02000363,E02000899,11,0,0,11.9,0.95
E02000363,E02000900,17,1,0,10.8,0.97
E02000363,E02000902,13,2,0,10.7,0.86
E02000363,E02000903,14,3,0,8.3,0.88
E02000363,E02000905,18,1,0,8.41,0.92
E02000363,E02000907,12,1,0,7.46,1.1
E02000363,E02000908,25,3,0,7.07,0.74
E02000363,E02000909,25,0,0,6.89,0.92
E02000363,E02000910,14,0,0,6.33,1.01
E02000363,E02000911,20,5,0,5.96,0.79
E02000363,E02000912,11,1,0,5.09,0.96
E02000363,E02000913,15,1,0,6.3,0.95
E02000363,E02000914,34,1,2,5.42,0.89
E02000363,E02000915,18,1,0,6.18,1.1
E02000363,E02000916,38,1,2,4.33,0.85
E02000363,E02000917,36,4,1,4.75,0.99
E02000363,E02000918,19,3,0,5.65,1.04
E02000363,E02000919,37,4,1,4.22,1.11
E02000363,E02000920,51,2,0,3.89,1.13
E02000363,E02000921,41,0,0,4.86,1.69
E02000363,E02000922,15,1,0,5.17,1.61
E02000363,E02000970,30,3,0,9.63,1.1
E02000363,E02000971,16,0,0,10.3,1.05
E02000363,E02000972,144,24,0,8.81,0.96
E02000363,E02000974,10,1,0,11.2,1.06
E02000363,E02000977,91,12,2,8.71,0.99
E02000363,E02000978,17,2,0,11.1,0.96
E02000363,E02000979,60,8,2,10.7,1.25
E02000363,E02000980,13,2,0,11.1,1.2
E02000363,E02004537,16,0,0,17.8,1.53
E02000363,E02004541,10,1,0,13,1.31
E02000363,E02006794,10,1,0,8.57,0.78
E02000363,E02006801,25,6,0,9.05,0.83
E02000363,E02006802,16,3,0,8.7,0.83
E02000363,E02006854,44,5,0,5.87,1.18
E02000363,E02006918,33,7,6,2.81,1.24
E02000363,E02006921,23,1,1,2.64,1.25
E02000363,E02006924,11,0,0,9.6,1.39
E02000363,E02006925,12,0,0,10.6,1.43
E02000364,E02000365,117,17,64,0.875,0.11
E02000364,E02000366,32,6,9,1.9,0.53
E02000364,E02000367,97,10,58,1.48,0.47
E02000364,E02000368,43,5,19,1.22,0.33
E02000364,E02000369,95,22,24,1.97,0.56
E02000364,E02000370,37,10,7,3.1,0.35
E02000364,E02000371,211,85,38,2.8,0.39
E02000364,E02000372,23,2,0,15.5,1.33
E02000364,E02000375,21,3,0,16,1.29
E02000364,E02000384,18,3,0,14.5,0.87
E02000364,E02000398,11,0,0,8.61,0.8
E02000364,E02000423,10,2,1,6.14,1.08
E02000364,E02000557,12,1,0,6.32,1.14
E02000364,E02000558,14,1,0,5.52,0.98
E02000364,E02000559,12,0,0,4.23,0.97
E02000364,E02000560,12,2,3,5.06,0.85
E02000364,E02000563,10,0,0,5.83,1.06
E02000364,E02000564,13,3,3,4.21,0.83
E02000364,E02000565,12,2,6,1.89,0.85
E02000364,E02000566,27,6,4,3.51,0.97
E02000364,E02000567,11,0,4,1.86,0.43
E02000364,E02000569,23,5,4,2.65,0.72
E02000364,E02000571,12,6,0,2.72,0.26
E02000364,E02000573,48,17,5,3.61,0.61
E02000364,E02000574,44,18,2,4.64,0.95
E02000364,E02000575,139,51,14,4.52,0.4
E02000364,E02000576,81,24,8,3.87,0.44
E02000364,E02000584,10,0,0,12.2,1.02
E02000364,E02000588,19,1,1,11.1,1.19
E02000364,E02000620,10,3,0,8.94,0.69
E02000364,E02000725,15,3,0,6.01,0.98
E02000364,E02000726,13,1,1,5.05,1.05
E02000364,E02000741,11,1,1,8.59,1.04
E02000364,E02000808,42,12,3,6.2,0.79
E02000364,E02000809,51,13,0,5.95,0.94
E02000364,E02000864,15,6,0,3.71,0.46
E02000364,E02000865,20,6,4,2.15,0.51
E02000364,E02000867,12,3,0,4.4,0.36
E02000364,E02000868,23,6,7,1.93,0.52
E02000364,E02000869,15,5,3,2.37,0.46
E02000364,E02000872,23,4,5,2.69,0.48
E02000364,E02000873,14,7,0,3.68,0.79
E02000364,E02000876,11,0,0,2.91,0.45
E02000364,E02000877,11,3,0,4.68,0.68
E02000364,E02000878,60,28,9,3.96,0.63
E02000364,E02000884,19,4,0,4.43,0.47
E02000364,E02000889,10,3,0,5.13,0.51
E02000364,E02000897,13,1,0,12,1.27
E02000364,E02000904,11,0,0,8.8,1.15
E02000364,E02000907,11,1,0,7.83,1.11
E02000364,E02000908,14,1,1,7.64,1.01
E02000364,E02000909,10,1,0,7.25,0.94
E02000364,E02000910,12,3,0,6.69,1.03
E02000364,E02000912,11,1,1,5.46,0.99
E02000364,E02000913,10,0,0,6.66,0.98
E02000364,E02000914,10,0,0,5.78,0.92
E02000364,E02000916,19,1,0,4.7,0.89
E02000364,E02000920,13,0,0,5.09,0.96
E02000364,E02000967,14,5,0,8.7,1.01
E02000364,E02000970,45,12,0,8.2,1.09
E02000364,E02000972,253,80,3,7.38,0.92
E02000364,E02000977,150,42,1,7.27,0.95
E02000364,E02000978,21,5,0,9.7,0.93
E02000364,E02000979,77,17,1,9.27,1.25
E02000364,E02000980,15,1,0,9.68,1.2
E02000364,E02000982,17,0,0,10.7,1.13
E02000364,E02004537,11,0,0,18.2,1.52
E02000364,E02006792,11,0,0,17.8,0.76
E02000364,E02006801,40,9,1,7.29,0.74
E02000364,E02006802,16,5,0,7.26,0.7
E02000364,E02006854,87,13,3,6.56,1.1
E02000364,E02006918,29,5,2,3.25,1.17
E02000364,E02006921,14,1,4,3.18,0.98
E02000365,E02000366,30,6,7,2.62,0.42
E02000365,E02000367,86,22,20,2.22,0.36
E02000365,E02000368,57,10,19,1.55,0.19
E02000365,E02000369,129,20,59,1.02,0.59
E02000365,E02000370,58,14,15,2.25,0.36
E02000365,E02000371,283,67,70,1.95,0.41
E02000365,E02000372,21,4,1,14.6,1.39
E02000365,E02000375,37,2,2,15.2,1.34
E02000365,E02000376,11,1,0,15.4,1.35
E02000365,E02000383,20,2,0,12.7,0.93
E02000365,E02000384,16,2,0,13.7,0.91
E02000365,E02000403,17,0,1,8.56,1.02
E02000365,E02000407,16,0,0,6.22,1.06
E02000365,E02000408,13,1,0,6.09,0.94
E02000365,E02000409,17,0,1,6.38,1.14
E02000365,E02000411,14,2,1,6.59,0.82
E02000365,E02000412,11,0,0,7.19,1.42
E02000365,E02000416,10,1,0,7.25,1.7
E02000365,E02000420,10,1,0,5.05,0.93
E02000365,E02000421,14,0,0,4.95,0.97
E02000365,E02000423,17,1,2,5.56,0.97
E02000365,E02000425,11,1,0,4.07,0.91
E02000365,E02000427,12,2,1,4.84,1.14
E02000365,E02000428,20,3,2,4.46,0.83
E02000365,E02000429,10,3,0,6.7,1.7
E02000365,E02000432,10,4,0,4.68,1.15
E02000365,E02000554,13,0,1,5.59,0.89
E02000365,E02000555,20,3,0,6.44,0.99
E02000365,E02000556,23,5,4,5.31,0.77
E02000365,E02000557,22,4,0,5.6,1.27
E02000365,E02000558,14,1,2,4.83,0.91
E02000365,E02000559,18,2,3,3.51,1.14
E02000365,E02000560,24,1,1,4.34,0.97
E02000365,E02000562,18,0,12,2.58,1.09
E02000365,E02000563,14,0,0,4.97,1.19
E02000365,E02000564,20,0,6,3.49,0.98
E02000365,E02000565,36,4,22,1.2,0.67
E02000365,E02000566,29,5,4,2.78,1.19
E02000365,E02000567,42,3,25,1.14,0.62
E02000365,E02000568,26,4,5,3.9,1.16
E02000365,E02000569,28,6,6,1.8,0.89
E02000365,E02000570,28,7,6,2.78,1.01
E02000365,E02000571,41,13,16,1.86,0.21
E02000365,E02000572,13,4,0,3.62,1.24
E02000365,E02000573,78,14,16,2.76,0.69
E02000365,E02000574,60,11,14,3.79,1.08
E02000365,E02000575,253,71,43,3.67,0.41
E02000365,E02000576,129,18,28,3.02,0.46
E02000365,E02000577,13,0,0,11.9,1.49
E02000365,E02000586,17,2,0,11.6,1.27
E02000365,E02000588,19,2,0,10.2,1.26
E02000365,E02000592,10,1,0,10.7,0.84
E02000365,E02000620,14,5,0,8.09,0.73
E02000365,E02000621,10,2,0,9.11,0.57
E02000365,E02000717,12,0,0,11.1,0.92
E02000365,E02000725,14,1,0,6.73,0.89
E02000365,E02000726,16,2,2,5.77,0.94
E02000365,E02000736,12,0,0,11.7,0.84
E02000365,E02000739,12,0,0,8.42,1.01
E02000365,E02000741,13,1,0,9.3,0.97
E02000365,E02000808,113,22,5,5.35,0.86
E02000365,E02000809,83,18,2,5.2,1.06
E02000365,E02000812,17,3,1,6.07,0.87
E02000365,E02000830,10,1,0,9.88,0.91
E02000365,E02000864,16,5,1,4.46,0.4
E02000365,E02000865,19,7,1,2.9,0.41
E02000365,E02000866,18,2,0,4.26,0.45
E02000365,E02000867,15,2,0,5.15,0.33
E02000365,E02000868,32,7,9,2.54,0.43
E02000365,E02000869,19,4,5,2.07,0.58
E02000365,E02000870,15,5,0,3.8,0.5
E02000365,E02000872,27,6,4,2.66,0.45
E02000365,E02000873,22,6,1,4.42,0.68
E02000365,E02000874,19,0,1,3.67,0.49
E02000365,E02000875,16,4,0,6.26,0.59
E02000365,E02000876,10,0,1,3.59,0.28
E02000365,E02000877,10,1,0,5.43,0.61
E02000365,E02000878,128,40,19,3.21,0.75
E02000365,E02000883,11,0,1,6.78,0.63
E02000365,E02000884,32,5,3,3.88,0.62
E02000365,E02000889,28,5,0,4.41,0.75
E02000365,E02000890,14,3,2,5.26,0.78
E02000365,E02000891,27,6,1,8,0.7
E02000365,E02000905,14,0,1,8.37,1.24
E02000365,E02000907,11,1,0,8.45,1.01
E02000365,E02000908,10,0,0,7.32,0.92
E02000365,E02000910,13,2,0,7.32,0.92
E02000365,E02000911,16,2,0,6.36,1.16
E02000365,E02000912,14,1,0,6.09,0.85
E02000365,E02000913,16,0,0,7.29,0.86
E02000365,E02000914,18,1,0,6.41,0.8
E02000365,E02000916,31,3,0,5.33,0.75
E02000365,E02000917,12,2,0,6.81,0.79
E02000365,E02000920,20,2,3,5.95,0.86
E02000365,E02000922,15,2,0,7.57,1.16
E02000365,E02000967,15,5,0,7.85,1.08
E02000365,E02000970,57,8,0,7.34,1.17
E02000365,E02000971,28,3,0,8,1.1
E02000365,E02000972,372,91,15,6.53,1
E02000365,E02000974,23,4,0,8.87,1.1
E02000365,E02000975,15,0,2,9.82,1.09
E02000365,E02000977,253,52,7,6.42,1.03
E02000365,E02000978,26,4,0,8.85,0.98
E02000365,E02000979,126,31,4,8.42,1.34
E02000365,E02000980,22,5,0,8.83,1.28
E02000365,E02000982,29,7,0,9.83,1.2
E02000365,E02006792,11,1,0,16.9,0.78
E02000365,E02006793,19,1,0,8.49,1
E02000365,E02006794,16,0,1,6.96,0.83
E02000365,E02006798,10,1,0,9.92,1.09
E02000365,E02006801,76,21,3,6.44,0.79
E02000365,E02006802,30,6,0,6.41,0.75
E02000365,E02006854,160,28,1,7.31,1
E02000365,E02006918,31,4,2,3.49,1.15
E02000365,E02006921,25,4,3,3.26,1.07
E02000366,E02000367,91,12,63,0.901,0.11
E02000366,E02000368,13,1,5,2.23,0.27
E02000366,E02000369,14,4,3,3.14,0.35
E02000366,E02000370,17,4,1,4.02,0.37
E02000366,E02000371,111,27,22,3.87,0.39
E02000366,E02000559,22,7,3,6.25,0.75
E02000366,E02000566,11,1,2,5.45,0.81
E02000366,E02000568,12,2,1,6.37,0.85
E02000366,E02000569,11,2,1,4.27,0.59
E02000366,E02000572,10,1,1,6.1,0.89
E02000366,E02000573,25,3,3,4.97,0.64
E02000366,E02000574,18,6,0,5.96,0.84
E02000366,E02000575,78,21,6,5.79,0.41
E02000366,E02000576,44,11,4,4.94,0.42
E02000366,E02000588,23,2,0,12.1,1.15
E02000366,E02000592,11,1,0,13.6,1.09
E02000366,E02000725,15,2,1,4.2,1.17
E02000366,E02000741,15,3,0,6.78,1.16
E02000366,E02000747,15,0,0,6.77,0.92
E02000366,E02000759,10,0,0,10.4,1
E02000366,E02000808,47,15,1,7.11,0.86
E02000366,E02000809,29,5,0,6.16,0.91
E02000366,E02000864,20,3,6,1.77,0.51
E02000366,E02000865,31,8,15,1.97,0.46
E02000366,E02000866,18,2,10,1.74,0.8
E02000366,E02000867,16,1,2,2.3,0.52
E02000366,E02000868,19,4,6,2.13,0.19
E02000366,E02000869,12,4,4,2.95,0.44
E02000366,E02000870,14,3,5,2.04,0.49
E02000366,E02000872,10,5,0,3.06,0.29
E02000366,E02000873,19,5,8,2.66,0.79
E02000366,E02000876,12,2,1,2.95,0.44
E02000366,E02000877,11,1,0,2.95,0.61
E02000366,E02000878,50,16,0,4.51,0.47
E02000366,E02000880,12,0,1,3.38,0.44
E02000366,E02000884,12,5,1,4.29,0.44
E02000366,E02000911,11,1,0,6.21,0.76
E02000366,E02000914,10,0,0,5.67,0.85
E02000366,E02000916,13,3,0,4.58,0.81
E02000366,E02000970,37,12,1,9.51,1
E02000366,E02000972,148,30,1,8.7,0.85
E02000366,E02000977,105,20,1,8.59,0.87
E02000366,E02000979,57,9,1,10.3,1.2
E02000366,E02000980,13,1,0,10.4,0.89
E02000366,E02000982,12,0,0,11.7,1.1
E02000366,E02006801,25,6,0,8.4,0.79
E02000366,E02006802,13,3,0,8.05,0.78
E02000366,E02006854,84,17,3,5.16,1.28
E02000367,E02000368,65,8,35,1.19,0.59
E02000367,E02000369,51,12,15,2.16,0.55
