Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001839,E02001848,32,0,0,0,3,0,0,18,4,0,7,0,2055.0616490517195,0.019790737113881685
E02001839,E02001849,21,0,0,1,7,0,0,12,1,0,0,0,4469.954330298614,0.017595268403773037
E02001839,E02001850,48,0,0,0,14,0,1,31,1,0,1,0,3451.1781619277226,0.028208306925219723
E02001839,E02001851,12,0,0,0,1,0,0,10,1,0,0,0,7272.005126476853,0.017896287039628946
E02001839,E02001852,12,0,0,0,4,0,0,6,1,0,1,0,3882.3814591127493,0.017799952652670696
E02001839,E02001854,32,0,0,0,6,0,0,24,1,0,1,0,6312.57120759365,0.01834556256478372
E02001839,E02001855,22,0,0,0,3,0,1,17,0,1,0,0,9010.767066742044,0.02754458574836309
E02001839,E02001856,24,0,0,0,1,0,0,18,5,0,0,0,4618.320681167267,0.016035763370273
E02001839,E02001857,30,0,0,0,8,0,0,17,4,0,1,0,5812.411117800235,0.020229134372195666
E02001839,E02001859,137,0,0,0,38,0,0,79,8,2,10,0,4154.970608317511,0.01785584591675564
E02001839,E02001863,45,0,0,0,6,1,0,32,4,1,1,0,5012.73724704554,0.019584698036193046
E02001839,E02001867,15,0,0,0,0,0,0,9,6,0,0,0,5898.24976112448,0.019705786954702955
E02001839,E02001869,39,0,0,0,4,0,0,30,2,1,1,1,7047.912760395988,0.02050424079126569
E02001839,E02001873,30,0,0,0,5,0,0,24,1,0,0,0,7164.340089783922,0.028640384514590847
E02001839,E02001874,14,0,0,0,3,0,0,8,1,1,1,0,7915.512068713223,0.018774387748974757
E02001839,E02001875,38,0,0,0,6,0,0,28,3,0,0,1,6822.949142562895,0.020223107674040574
E02001839,E02001876,132,0,0,1,46,0,0,76,9,0,0,0,7561.554688022045,0.02086077923880595
E02001839,E02001878,25,0,0,1,7,0,2,13,2,0,0,0,8405.589518564024,0.01968048447875116
E02001839,E02001890,13,0,0,0,4,0,0,9,0,0,0,0,11267.153556951833,0.020950219754888123
E02001839,E02001892,14,0,0,0,5,0,0,9,0,0,0,0,11796.750920875977,0.019580857372415404
E02001839,E02001897,23,0,0,0,4,0,0,18,1,0,0,0,10160.0454616232,0.0199852291505258
E02001839,E02001900,13,0,0,0,1,0,0,12,0,0,0,0,10819.634758273372,0.016773448039432756
E02001839,E02001913,23,0,0,0,9,0,1,11,1,0,1,0,14153.297472765313,0.020206179780990808
E02001839,E02002089,16,0,0,1,3,0,0,12,0,0,0,0,15788.253511858231,0.023904046120011947
E02001839,E02002148,28,0,0,0,3,0,0,18,2,0,5,0,2096.933930444431,0.020373717548278842
E02001839,E02006809,15,0,0,0,3,1,0,11,0,0,0,0,4062.3672177801377,0.020213636045664198
E02001839,E02006895,14,0,0,0,6,0,0,7,1,0,0,0,9608.288894550682,0.018949420041237616
E02001839,E02006896,59,0,1,1,22,0,0,30,2,1,2,0,9169.603823203905,0.021061056144620546
E02001839,E02006897,20,0,0,1,13,0,0,6,0,0,0,0,9596.672110670295,0.02103869261404063
E02001839,E02006898,39,0,0,1,11,1,1,24,1,0,0,0,8694.531438685228,0.021186138035381996
E02001839,E02006899,189,0,0,3,95,0,0,71,11,4,4,1,NA,0.02128622547673616
E02001839,E02006900,15,0,0,0,2,0,0,13,0,0,0,0,10182.43475283277,0.01725447861773542
E02001840,E02001834,27,0,0,0,5,1,1,13,2,0,5,0,2924.96567850378,0.01601230495875397
E02001840,E02001837,39,0,0,0,4,0,0,7,4,0,24,0,1882.2839086937308,0.02119039417918179
E02001840,E02001839,29,0,0,0,10,1,0,12,4,0,2,0,2492.9122483202523,0.019515192174130135
E02001840,E02001840,96,0,0,0,6,0,1,31,4,0,54,0,0,0.019878831927551275
E02001840,E02001843,56,0,0,0,13,1,0,21,1,0,19,1,2252.450893174447,0.027326307398118515
E02001840,E02001846,14,0,0,0,1,0,0,10,0,0,3,0,2142.217224872251,0.020320138759110963
E02001840,E02001848,49,0,0,0,14,0,0,25,2,0,8,0,1356.5317980637928,0.020632418865887046
E02001840,E02001849,45,0,0,1,15,2,0,20,3,0,4,0,3066.52764245386,0.019960313060836222
E02001840,E02001850,31,0,0,0,8,0,0,21,2,0,0,0,5656.972103517865,0.020998490473760185
E02001840,E02001851,24,0,0,0,5,0,1,10,6,2,0,0,5855.626844752628,0.021234535597600437
E02001840,E02001852,26,0,0,0,6,2,0,11,3,0,4,0,2466.0031773885285,0.021285603614957214
E02001840,E02001854,44,0,0,1,13,0,0,27,2,1,0,0,4896.192925869426,0.0219528647461722
E02001840,E02001855,52,0,0,0,9,2,1,33,4,2,1,0,7647.32560871594,0.020404476136181314
E02001840,E02001856,17,0,0,0,4,1,0,12,0,0,0,0,3201.9423994430467,0.020838799531854798
E02001840,E02001857,47,0,0,0,13,0,0,31,1,1,1,0,4396.032836076014,0.019721659217609107
E02001840,E02001859,109,0,0,0,29,0,0,50,14,6,10,0,4842.55652033515,0.015953998083280782
E02001840,E02001863,37,0,0,0,12,0,1,21,2,0,1,0,4601.726246775323,0.021131301448576646
E02001840,E02001869,55,0,0,0,10,0,0,34,4,1,6,0,6326.290304097559,0.02117610224078992
E02001840,E02001873,29,0,0,0,8,0,0,20,0,0,1,0,7851.926001801562,0.01979309027154357
