Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,city_origin,city_dest
E02001846,E02001846,75,0,0,2,14,0,0,26,3,2,28,0,Birmingham,Birmingham
E02001846,E02001848,28,0,0,1,1,0,0,15,4,0,7,0,Birmingham,Birmingham
E02001846,E02001849,139,0,0,1,19,2,0,50,10,1,56,0,Birmingham,Birmingham
E02001846,E02001850,17,0,0,0,6,0,0,9,2,0,0,0,Birmingham,Birmingham
E02001846,E02001851,31,0,0,0,8,1,1,19,0,2,0,0,Birmingham,Birmingham
E02001846,E02001852,32,0,0,0,4,0,0,13,0,0,15,0,Birmingham,Birmingham
E02001846,E02001854,90,0,0,0,19,0,1,55,7,3,5,0,Birmingham,Birmingham
E02001846,E02001855,54,0,0,0,10,1,0,28,11,2,2,0,Birmingham,Birmingham
E02001846,E02001856,35,0,0,0,7,1,0,23,2,0,2,0,Birmingham,Birmingham
E02001846,E02001857,63,0,0,1,18,0,1,28,7,1,7,0,Birmingham,Birmingham
E02001846,E02001859,91,0,0,3,17,0,1,54,9,3,3,1,Birmingham,Birmingham
E02001846,E02001863,49,0,0,2,16,0,0,28,2,1,0,0,Birmingham,Birmingham
E02001846,E02001867,13,0,0,0,0,0,0,12,1,0,0,0,Birmingham,Birmingham
E02001846,E02001868,15,0,0,0,4,0,0,11,0,0,0,0,Birmingham,Birmingham
E02001846,E02001869,67,0,0,3,11,0,1,44,6,2,0,0,Birmingham,Birmingham
E02001846,E02001870,16,0,0,0,5,0,0,9,0,0,2,0,Birmingham,Birmingham
E02001846,E02001873,19,0,0,0,6,0,0,12,1,0,0,0,Birmingham,Birmingham
E02001846,E02001875,27,0,0,0,9,0,0,16,1,0,1,0,Birmingham,Birmingham
E02001846,E02001876,133,0,0,8,49,1,0,67,5,2,1,0,Birmingham,Birmingham
E02001846,E02001877,19,0,0,0,7,0,0,11,1,0,0,0,Birmingham,Birmingham
E02001846,E02001878,30,0,0,1,2,0,0,25,1,0,1,0,Birmingham,Birmingham
E02001846,E02001884,15,0,0,0,6,0,0,9,0,0,0,0,Birmingham,Birmingham
E02001846,E02001889,16,0,0,0,2,0,0,12,1,0,0,1,Birmingham,Birmingham
E02001846,E02001890,23,0,0,4,9,0,0,8,2,0,0,0,Birmingham,Birmingham
