Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001076,E02001059,19,0,0,0,7,1,0,5,1,3,2,0,6291.135892543926,0.012032559970986734
E02001076,E02001062,216,0,0,0,120,1,2,38,7,18,29,1,4138.971607993682,0.010909598268753384
E02001076,E02001063,112,0,0,0,64,0,2,27,2,12,5,0,3806.2942096383235,0.012902532618163492
E02001076,E02001064,21,0,0,1,4,0,0,10,2,1,3,0,3783.4874897006066,0.018071078754551766
E02001076,E02001066,82,0,0,0,36,2,1,25,3,6,9,0,2702.698753227185,0.019675027658625274
E02001076,E02001069,20,0,0,0,3,0,0,10,1,1,5,0,2386.60151944546,0.030114299993278207
E02001076,E02001070,47,0,0,0,6,0,0,16,0,0,25,0,1743.1959798520738,0.020336228411286492
E02001076,E02001071,14,0,0,0,5,0,0,4,1,0,4,0,2763.9629314539147,0.02421098722319297
E02001076,E02001073,21,0,0,0,5,3,0,6,5,0,2,0,4622.7559760317135,0.023921436590189575
E02001076,E02001074,20,0,0,1,2,0,0,5,1,2,9,0,2190.2311355509864,0.012885112355055838
E02001076,E02001075,23,0,0,2,2,0,0,11,1,1,6,0,2049.9354420366067,0.023133813523352975
E02001076,E02001076,119,0,0,0,22,0,0,19,2,4,71,1,0,0.012691606971974226
E02001076,E02001077,11,0,0,0,6,0,0,4,0,0,1,0,3781.4008627416633,NaN
E02001076,E02001079,13,0,0,0,4,0,0,4,0,2,3,0,1599.4642168234448,0.016658610320120983
E02001076,E02001080,42,0,0,0,9,0,0,7,2,2,22,0,766.872537428383,0.017464958689796178
E02001076,E02001082,42,0,0,0,12,2,0,11,1,4,12,0,1790.120030141929,0.01733036712096138
E02001076,E02001083,30,0,0,0,12,0,0,13,0,3,2,0,2997.0611185773055,0.014340812041594203
E02001076,E02001084,14,0,0,0,3,1,0,7,2,0,1,0,1758.7352531984452,0.01735395829843729
E02001076,E02001086,19,0,0,0,10,0,0,6,1,0,2,0,3683.4218239579204,0.013189079000807862
E02001076,E02001087,29,0,0,0,12,0,0,7,2,5,3,0,3369.441996974527,0.019267504523957462
E02001076,E02001089,61,0,0,0,34,0,0,19,0,2,6,0,3778.156660749284,0.023082185858554264
E02001076,E02001262,12,0,0,0,6,0,0,6,0,0,0,0,4965.149593373517,0.020290361316619675
E02001076,E02006902,418,0,2,6,333,0,1,40,9,11,16,0,6375.146811862131,0.022732464516206027
E02001076,E02006912,192,0,0,7,136,1,0,22,7,10,9,0,5173.6459852825265,0.021613867789574873
E02001076,E02006913,23,0,0,0,15,0,0,6,1,0,1,0,8125.032801885781,0.02545562094953103
E02001076,E02006914,74,0,0,1,55,1,0,7,2,7,1,0,4580.779610197337,0.013140092372055994
E02001076,E02006917,128,0,1,4,86,0,1,23,3,2,8,0,5300.052185658383,0.014212587699868997
E02001077,E02001050,11,0,1,0,0,0,0,10,0,0,0,0,11135.55769249456,0.023638361182517262
E02001077,E02001052,14,0,0,0,2,0,0,8,3,0,1,0,9958.844159683857,0.012569703182142006
E02001077,E02001055,15,0,0,0,1,0,0,12,0,1,1,0,11406.451336697117,0.01414644383466574
E02001077,E02001057,16,0,0,1,3,0,0,8,2,2,0,0,7813.206194728282,0.016479895318634693
E02001077,E02001059,20,0,0,0,2,0,0,12,0,5,0,1,9282.869124343224,0.015479494343375774
E02001077,E02001062,172,0,0,0,50,0,0,80,3,38,1,0,5978.572895394952,0.015344549270927108
E02001077,E02001063,105,0,0,1,28,0,0,59,2,13,2,0,4723.114484805902,0.01591003426418404
E02001077,E02001064,25,0,0,0,5,0,0,17,0,2,1,0,7297.73697461403,0.015431963117916721
E02001077,E02001066,77,0,0,0,22,0,2,38,2,12,0,1,6141.093083382379,0.014737005633483735
E02001077,E02001068,16,0,0,0,1,0,1,13,0,1,0,0,3961.634894550185,0.013397216497865383
E02001077,E02001069,25,0,0,1,4,0,0,14,2,3,1,0,3777.2754138353566,0.012774538450588105
E02001077,E02001070,28,0,0,1,5,0,0,19,0,3,0,0,4316.272512309648,0.013233127042823678
E02001077,E02001072,25,0,0,0,1,0,0,13,0,6,5,0,2310.9761477627185,0.011534489828059186
E02001077,E02001073,111,0,0,1,10,1,0,29,2,11,57,0,1144.43674698693,0.011654460836814904
E02001077,E02001074,36,0,0,0,8,0,0,19,0,7,2,0,2773.9086977283955,0.015574561402644509
E02001077,E02001076,13,0,0,0,2,0,0,4,1,5,1,0,3781.400862741662,0.011266942220126794
E02001077,E02001077,134,0,0,0,17,0,0,41,7,12,57,0,0,0.013254554532300445
E02001077,E02001079,13,0,0,0,0,1,0,7,0,2,3,0,2563.315775007724,0.015395034881322186
E02001077,E02001080,13,0,0,0,5,1,0,4,0,1,2,0,4080.354871921193,0.01123499240528794
E02001077,E02001081,46,0,0,0,2,0,0,14,1,2,27,0,412.9931402226932,0.013900848078567606
E02001077,E02001082,27,0,0,0,5,0,0,16,1,2,3,0,3491.0656347633067,0.01188663272271186
E02001077,E02001083,39,0,0,0,6,0,0,22,0,3,7,1,2205.007189195575,0.013888543761025295
E02001077,E02001086,35,0,0,0,8,0,0,14,0,8,5,0,2214.5217636777256,0.013945795660331836
E02001077,E02001087,22,0,0,2,6,0,0,10,0,2,2,0,3823.98949134603,0.014757091677058404
E02001077,E02001089,24,0,0,0,7,0,0,14,0,3,0,0,5019.350639197765,0.014196230379344373
E02001077,E02001259,43,0,0,0,10,0,0,27,0,1,5,0,2951.5324034486794,0.012543910076956037
E02001077,E02001262,32,0,1,0,2,0,0,15,6,1,7,0,2405.7623452604644,0.012432790251238373
E02001077,E02006902,233,0,3,1,110,2,1,67,7,35,7,0,7344.873584417988,0.013295753589403827
